UserName;Embedded_text;Likes;ID
@theMRC;"The eco doom-mongering TIME magazine virtue-signaled that the U.S. needs to fight climate change if it's serious about fighting inflation.
newsbusters.org
BUNK: TIME’s Suggestion for U.S. Inflation Fight? ‘Tackle Climate Change’
The eco doom-mongering TIME magazine virtue-signaled that the U.S. needs to fight climate change if it's serious about fighting inflation. Really.
1
5
11";5;post_971
@2AvSagas;"The other theory I have is that a lot of people who live in NYC hate living here but can't bring themselves to or don't have the resources or will to move for various reasons. 

Imagine this level of reaction but to the change in lifestyles required to slow down climate change.
6
1
51";1;post_972
@NorwichXr;"Tories fighting net zero plans are dragging climate into new culture war  experts say - endangering plans to cut CO2 emissions  and putting our futures at stake. Elite climate change denying think tanks need to be kicked into touch #ActNowForFuture
theguardian.com
Tories fighting net zero plans are dragging climate into new culture war  experts say
More than half of members of Net Zero Scrutiny Group were also in group that promoted Brexit vote  as fears grow for UK’s green agenda
1
3
5";3;post_973
@seanmholman;"The groups regulating soil scientists and applied science professionals in BC wanted encourage debate about climate change by booking #climate science rejectionist Patrick Moore as a keynote for their annual conference. This did not end well... #bcpoli
thetyee.ca
Climate Skeptic Patrick Moore Axed from BC Conference | The Tyee
Provincial regulatory agencies said they weren't given the 'whole story' on keynote speaker.
5
4";5;post_974
@climate;"Facing an uprising from fossil-fuel interests on the right and advocates fighting carbon emissions on the left  BlackRock CEO Larry Fink is making a personal effort to manage climate-change politics
bloomberg.com
BlackRock’s Larry Fink Meets Big Oil and Its Foes to Navigate Climate Fight
Facing an uprising from fossil-fuel interests on the right and advocates fighting carbon emissions on the left  Larry Fink is making a personal effort to manage climate-change politics.
4
7";4;post_975
@NOAAFish_PIFSC;"Time Series Tuesday: Monk Seals Part 1

In this first part of our two-part series on Hawaiian monk seals  learn all about how important terrestrial land is to pup survival and how climate change is threatening this habitat. 
https://fisheries.noaa.gov/pacific-islands/climate/climate-change-time-series-research-videos…
8
16";8;post_976
@WCS_Canada;" I spy with my little eye 
@C_MantykaP
 explaining how climate change affects #biodiversity in the Canadian Prairies in this CBC video!

(Starts at 1:30)
cbc.ca
What will climate change on the Prairies look like?
Canada’s Prairies are already seeing more droughts  floods and warmer winters as the Earth’s climate warms  but what can we expect in the longer term? Meteorologist Christy Climenhaga breaks down the...
2
4";2;post_977
@HaydenDonnell;"Replying to 
@HaydenDonnell
 and 
@FrankMcRae
I support it and all but it's kind of galling for them to impose a targeted climate rate while they refuse to do the cheapest and most effective thing they could do to combat climate change. How many billions will we pay to avoid upsetting drivers?
29";;post_978
@simonhill1894;"Replying to 
@VinceRugari
Didn’t old Rupert issue an edict to reverse their climate change denial agenda? Either way  littering stories with the words “woke” or “left” really is becoming very passé.
4
1
25";1;post_979
@pass_blue;"Our new investigation into money flows/accountability to climate change projects managed by the UN Development Program
@UNFCCC
 @theGEF
 @ODI_Global
 @CoveringClimate
 @WorldResources
passblue.com
How Well Can the UN Development Program Manage Global Climate Funding?
How Well Can the UN Development Program Manage Global Climate Funding? - PassBlue
1
4
13";4;post_980
@johnfordaust;"Could we have Parliament sit to 4am to discuss climate change ..
32
374
1 759";374;post_981
@MrDenmore;"Anyone recall parliament sitting all night to debate legislation to deal with climate change? The aged care crisis? An anti-corruption body? But the legislature  which sits rarely  just debated all night on a completely unnecessary ‘reform’ dreamed up as a wedge by the far right.
94
1 337
5 226";1337;post_982
@strummaster42;"Here’s a question to pose to your climate change friends:

How does a carbon tax in America reduce emissions in China?
16
23
86";23;post_983
@TheBeaverton;"Oil and gas companies team up to fight climate change by eliminating ""Warmest Regards""
thebeaverton.com
Oil and gas companies team up to fight climate change by eliminating ""Warmest Regards""
CALGARY - Several giants of the Canadian oil and gas industry announced this week that they have teamed up to fight climate change by banning all employees from signing off emails with the phrase...
29
170";29;post_984
@ClimateBen;"The annihilation of species leads to total ecosystem collapse. Total ecosystem collapse poses an existential threat to food systems  water quality & climate stability.

Australia's not alone in suffering this horror.

Will scientists call for system change?
theconversation.com
Native birds have vanished across the continent since colonisation. Now we know just how much we’ve...
New research finds the last 250 years has seen more than 100 million hectares of bird habitat destroyed on mainland Australia – that’s 15% of Australia’s landmass.
7
53
113";53;post_985
@VeryBadLlama;"pleased to announce that I have fixed climate change
Quote Tweet
The Beaverton
@TheBeaverton
 · Feb 10
Oil and gas companies team up to fight climate change by eliminating ""Warmest Regards""

https://thebeaverton.com/2022/02/oil-and-gas-companies-team-up-to-fight-climate-change-by-eliminating-warmest-regards/…
2
4
75";4;post_986
@prof_rolheiser;"longshot ask: anyone have connections to a real estate professional that would like to talk to an undergrad real estate class about the effect of climate change on res/comm development?
5
9
17";9;post_987
@RMGaustad;"Sometime after this event  politicians will start working on the problem of climate change. In other words  after most of us are dead.
1
4
9";4;post_988
@mindybee14;"Seriously beware climate change  weed and even bed making - all or causing heart attacks now 
1
5
9";5;post_989
@Nadokoulu;"“I have said this before that as a small island state we are not spared at all and has been disproportionally affected by extreme weather and climate change. We cannot change our geography and coordinates! We prepare our health workers and health system to endure these shocks”
1
5
34";5;post_990
@BlackwaterBANNG;"GDA approval not a green light for CGN nuclear reactors on low-lying Dengie.
ONR & EA w/have to apply their ‘rigorous assessment’ to radwaste  decommissioning  cooling  environmental impact & climate change @  #No2BradwellB site & surely #LeaveBradwellBe 
 https://banng.info/news/press-releases/reactor-approval-not-green-light-for-bradwell/#.YgPQWY4ZpCI.twitter…
1
10
11";10;post_991
@dylanG_clark;"Canada just published a 768pg report on the health impacts of climate change for  #ChangingClimate 

My hot take (pun) on what it means for #CdnPoli and #Adaptation 
1
4
10";4;post_992
@RachelBendayan;"299 days

That's how long the conservative party pretended to care about fighting climate change.

#FlipFlopFlip 

#ClimateCrisis #ClimateAction
thestar.com
Conservatives drop support for carbon pricing  bring an O’Toole foe back from exile
The Conservative party is jettisoning an election promise to put a price on carbon  with its interim leader telling MPs the issue must be dealt with in their upcoming leadership race.
67
42
126";42;post_993
@DOPEUKY;"Thrilled to announce our third Scholar-Activist Panelist for DOPE 2022  
@DianaLiv
!! Dr. Liverman is Regents Professor of Geography  Development and Environment at 
@SGDE_UArizona
. Her work addresses the causes  consequences  & responses to climate change.
ALT
ALT
1
4
21";4;post_994
@sciam;"We Desperately Need to Modernize Climate Change Emissions Tracking
scientificamerican.com
We Desperately Need to Modernize Climate Change Emissions Tracking
Blockchain and other technologies could help improve data collection worldwide
5
22
61";22;post_995
@JimBair62221006;"Climate change to increase the probability of co-occurring droughts 40% by mid-21st century  & 60% by late century 

“The potential for a food security crisis increases even if these droughts aren’t affecting major food producing regions""

#ClimateCrisis
news.climate.columbia.edu
Simultaneous Droughts Could Threaten Global Food Security  Says Study
In a world where many countries depend on agricultural imports  warming climate increases the odds that multiple important crops could fail.
14
19";14;post_996
@ThaOGMilfhunter;"Forgot to bring reusable bags to Trader Joe’s and now they’re making me write an essay on climate change before I can leave
3
34";;post_997
@hakaimagazine;"Just how good is kelp at locking up carbon and helping to fight climate change?
hakaimagazine.com
Kelp Gets on the Carbon-Credit Bandwagon | Hakai Magazine
Is there potential for seaweeds to help solve the climate crisis?
2
3
14";3;post_998
@ClimateandCap;"NEW: 
@COP26
 leaves too many loopholes for the #fossilfuel industry - Here are 5. The whole COP process still doesn’t get that to avoid the worst of #climate change  we must stop extracting #coal #oil & #gas
by  Prof 
@JeremyMoss25
. 
https://climateandcapitalmedia.com/cop26-leaves-too-many-loopholes-for-the-fossil-fuel-industry-here-are-five/…
1
10
18";10;post_999
@RaviBhalla;"In partnership with the State  we are continuing construction on our $230 million 
@rebuildbydesign
 project to protect Hoboken from climate change. Crews have been installing a new storm sewer system in the north and south end  to help prevent flooding during storm surge events.
4
5
24";5;post_1000
@JamieswainJamie;"Replying to 
@NewshubPolitics
Yep BLM and Climate Change were way bigger.  Also they never squatted nor injured any police officers.
11
1
43";1;post_1001
@TaprimaryU;"Replying to 
@LloydHardy
My class were criticising him long before the parties. They wrote him some amazing letters about climate change in October. Kids take everything in & form their own opinions  they must be allowed to express them.
4
18";4;post_1002
@admlovell;"The NSW government through 
@nswenviromedia
 working hard to develop and partner on water efficiency to make sure water is available for cooler greener urban areas and cater for growth and climate change says 
@Kevinandersonmp
 @LGNSW
 
#LGNSWWater2022
4
7";4;post_1003
@christopherward;"If the actions of a few activists make you less likely to support the fight against climate change  you never supported the fight against climate change. 

""I was concerned about my kids frying  but those 4 people on the A100 this morning made me realise they can just die.""
4";;post_1004
@BarbJG;"Replying to 
@givepeazachance
If fascism wins  then climate change efforts end...so I expect it won't really matter where you call home.
1
1
12";1;post_1005
@CallOutPotato;"Replying to 
@Shayan86
Climate change  been saying it for months.
1
18";1;post_1006
@dieterholger;"Catastrophic climate change isn't as likely as many people think  according to a study from University of Colorado's 
@RogerPielkeJr
reason.com
Worst-Case Climate Change Scenarios Are Highly Implausible  Argues New Study
Global temperature to rise to around 2.2°C above the pre-industrial average by 2100.
18
21
40";21;post_1007
@EgyptPRNewYork;"I had the pleasure of receiving Mr. 
@johnedwardfrank
  
@Microsoft
 VP for #UN Affairs. Extensive discussions on #climate change & advancing global climate efforts. Engaging with all stakeholders is an important dimension of preparing for #COP27 in #Egypt.
#RoadToSharmElSheikh
1
1
17";1;post_1008
@CAPAction;"President Biden's climate change strategy is also a solid economic plan: the benefits of his policies are 3-4 times LARGER than its costs.
theatlantic.com
Biden’s Biggest Idea on Climate Change Is Remarkably Cheap
It’s one of the most cost-effective climate policies the U.S. has ever considered  according to a new analysis.
10
16";10;post_1009
@NRO;"Democratic senators’ push to suspend the federal gasoline tax exposes the party’s stance on climate change for the fraud that it is. | Opinion by Kevin D. Williamson
nationalreview.com
Democrats Can Have Cheap Gas or They Can Have Radical Climate Policy
They can’t have both.
8
23";8;post_1010
@RepDeSaulnier;"Proud to join 
@SenAlexPadilla
 in leading California Democrats in encouraging 
@USDOT
 to prioritize transportation projects that would advance clean energy projects  improve air quality  & mitigate the effects of climate change – all modeled off my Clean Corridors program.
6
6
29";6;post_1011
@DidiMoSats;"Replying to 
@DebraPasquella
 and 
@QTRBlackGarrett
Apparently they ran some tests  and Climate change made her pass out
6
117";;post_1012
@GabeFilippelli;"Rainfall and flooding maps are woefully behind in capturing the true state of climate change

Here in the Midwest US  extreme precipitation has already increased by 15% since 2000  with flooding projections similarly out of date

⁦
@NPR
⁩
npr.org
An unexpected item is blocking cities' climate change prep: obsolete rainfall records
Cities are experiencing heavier storms and flooding as the climate gets hotter. But due to outdated rainfall records  many are still building infrastructure for the climate of the past.
1
2
5";2;post_1013
@dmtrubman;"Democrats in office certainly act like Saint Augustine when it comes to climate change:

""Lord  make me chaste—but not yet""
Quote Tweet
The Associated Press
@AP
 · Feb 9
Two Democratic senators are calling for suspending the federal gas tax for the rest of the year to help consumers with rising fuel prices  which AAA says averages about $3.45 a gallon.

Other lawmakers are unlikely to embrace the idea.

 
1
11";1;post_1014
@michaelsderby;"The U.S. military is trying to figure out how to operate in a world ravaged by climate change.
gizmodo.com
The U.S. Army Has a New Dystopian Plan to Deal With Climate Catastrophe
U.S. soldiers will be trained to deal with extreme heat and floods  and Army bases will increasingly rely on solar power  according to a new plan.
1
2
4";2;post_1015
@germanyinphl;"Adressing climate change is a global challenge  and we can only be succesful when working together. With Special Envoy Jennifer Morgan 
@climatemorgan
  internat'l climate change related work&cooperation gets a higher priority in German Foreign Policy. 
#germanyinphl
#climatechange
Quote Tweet
GermanForeignOffice
@GermanyDiplo
Germany government organization
 · Feb 9
""Jennifer Morgan joins the Federal Foreign Office on March 1 as Special Envoy for International Climate Action. She will direct our foreign climate policy  expand partnerships with other countries & lead dialogue with civil society. Welcome on board @Climatemorgan!"" @ABaerbock
1
8";;post_1016
@republicEn;"Republicans warm to climate change  offer alternative solutions from nuclear power to carbon capture - https://go.shr.lc/3rywkOx - 
@washtimes
 @bobinglis
 @RepDustyJohnson
 @BenjiBacker
 @JohnTures2
 #EcoRight #ClimateChange #Conservative
washingtontimes.com
Republicans warm to climate change  offer alternative solutions from n
House Republicans are making climate change a part of their agenda after years of being labeled as naysayers on environmentalist policies.
3
8
14";8;post_1017
@foe_us;"Global oil prices have soared to their highest in 7 years  nearing $90/barrel. 

But experts fear these higher prices could lead energy companies to invest billions in new drilling projects that could undermine the fight against climate change.
nytimes.com
How Spiking Energy Prices Complicate the Fight Against Global Warming
Oil and gas prices are soaring  while coal use is reaching record highs worldwide. Here’s what the upheaval could mean for climate policies across the globe.
7
11";7;post_1018
@ConservationOrg;"U.S. flooding losses will spike 26 percent by 2050 due to climate change  researchers say. And many communities are unprepared.

Story by: 
@post_ag
conservation.org
Ocean warming shifts tiger sharks’ habitats: 3 stories you may have missed
In case you missed it: Tiger sharks are migrating farther north  experts project a rise in flood damages and spider venom could help combat chronic pain.
2
10";2;post_1019
@RockyMtnInst;"At RMI  we focus on reducing carbon emissions through a rapid energy transition. But engineered CO2 removal could provide a critical backstop against worsening climate change. Read our latest insights on the subject here  in partnership with 
@Third_Deriv
.
rmi.org
Direct Air Capture and the Climate Long Game - RMI
Download our new insight brief  Scoping the Need for Direct Air Capture  here. According to the latest science  the risk of catastrophic climate change grows significantly if the world warms by more...
1
5
10";5;post_1020
@AllOfItWNYC;"An evening listen:
This is a cool  cerebral  sci-fi tale that starts w/a climate change induced plague….and…
You have to read this novel by  
@SequoiaN
 to find out what happens.

2022 Debuts: Sequoia Nagamatsu's 'How High We Go In the Dark' http://wnyc.org/story/2022-debuts-sequoia-nagamatsus-how-high-we-go-dark/… via 
@WNYC
wnyc.org
2022 Debuts: Sequoia Nagamatsu's 'How High We Go In the Dark' | All Of It | WNYC
Author Sequoia Nagamatsu joins us to discuss his novel 'How High We Go In the Dark ' as part of our ongoing '2022 Debuts' series.
1
7";1;post_1021
@seattlechildren;"In our ongoing commitment to help mitigate the health impacts of climate change  Seattle Children’s has been awarded “Silver” status for Climate Resilience and Climate Leadership in the global 2021 Health Care Climate Challenge presented by 
@HCWithoutHarm
.
healthcareclimateaction.org
Health Care Climate Action
Check out resources for how health care can accelerate climate resilient  low-carbon sustainable health systems.
1
1
8";1;post_1022
@Arkanauts;"""Adults across the United States and globally have damning opinions about...their political leaders when it comes to climate change...""

As the Arkanauts struggle with their own #climatecrisis  they've come to help us deal with ours.

Join us.

#Solana
politico.com
The world is on fire and our leaders are failing  poll finds
Poll respondents voice frustration at being left to take on climate action on their own after governments and companies fail to act.
4
5";4;post_1023
@PeterDClack;"Photosynthesis is the greatest of all the miracles of life on a lone blue-green planet. Everything evolved in time through natural forces  which produced the world we know and every living thing in it. The simple truth is this  carbon dioxide alone cannot change the climate.
33
136
384";136;post_1024
@powerbottomdad1;"no one will even remember climate change in 100 years lol
32
19
395";19;post_1025
@JacinthePayant;"Sad to me how many Canadians forget that the PM has more on his plate than just the #ConvoyOfHate 
Like 
-Ukraine crisis 
-Economy 
-Planet & Climate change initiative 
-Attack on our democracy 
-Dark money campaign from the right.
-Media misinformation 
And so much more….
17
48
122";48;post_1026
@Route_60plus;"More Climate Change Weather?
In Palm Springs  CA  the average high in early/mid-Feb. is 72 degrees. On Friday  the forecast high is 92 degrees..
8
15
50";15;post_1027
@KellyForAlaska;"In implementing the so-called ""Infrastructure"" bill  the Dept. of Transportation's priorities are addressing climate change and racism! The bill isn't about roads and bridges  it's about the Green New Deal and equity! Lisa Murkowski didn't just vote for it  she helped write it.
17
33
70";33;post_1028
@SecretaryPete;"This is a key step on our journey to build a nationwide network of EV chargers by 2030 - creating jobs  fighting climate change  and ensuring that these superior technologies are accessible for every American.
Quote Tweet
TransportationGov
@USDOT
 · Feb 10
Together  with @energy  we're rolling out $5 billion so states can begin building out the spine of a nationwide EV charging network along our highways. https://bit.ly/3HIhNFE #DriveElectric
ALT
126
200
1 112";200;post_1029
@ClimateBen;"The end of the world as we know it.

A shame scientific institutions won't call for economic system change to limit the doom despite climate scientists expecting the economy to take us to 1.7°C-2.4°C hell within 25 years.

Corporate media?

Pretty pictures.
independent.co.uk
Spring flowers bloom months early after record-breaking New Year heat
Botanists most concerned by early sightings of hawthorn and buttercups
9
108
245";108;post_1030
@Vets4climateact;"The koala has been listed as endangered across NSW  Qld and the ACT.

Things like bushfires  drought and land clearing have pushed these Aussie icons to the brink. What they need is for governments to protect their habitats and act on climate change.
7news.com.au
Koalas officially listed as an ‘endangered’ species due to plummeting populations
One of Australia’s most iconic native animals is at serious risk of going extinct.
2
14
23";14;post_1031
@davidharsanyi;"Virtually every plan to ""combat"" climate change involves some mechanism that makes fossil fuels more expensive.
Quote Tweet
Townhall.com
@townhallcom
 · Feb 10
BIDEN: ""I'm going to work like the devil to bring gas prices down...by changing a whole range of things that  you know what's happened with COVID  COVID has caused significant increase in prices in the supply chain.""
8
23
65";23;post_1032
@judithamc;"Replying to 
@OttawaPolice
Oh  so now the police are negotiating with criminals? Remember that the next time there is a BLM  Indigenous  Womens or Climate Change protest in your esteemed town. No charges  no force of any kind and certainly no law enforcement. Remember  eh!
14
19
179";19;post_1033
@LorraineDWilke;"Replying to 
@kazweida
Can you imagine if all the energy  time  effort  money  etc.  being expended to protest a lifesaving vaccine during a global pandemic was spent on something USEFUL—say  poverty  gun violence  climate change  etc.? I remain stunned at the stoked up OUTRAGE of people over vaccines.
8
32
216";32;post_1034
@WoooSox;"End  parking  minimums  JFC  are we serious about being a real city  and climate change  or not?
Quote Tweet
telegramdotcom
@telegramdotcom
 · Feb 10
Worcester ZBA denies special permit for reduced parking at proposed Hemans Street development https://telegram.com/story/news/2022/02/10/worcester-zba-denies-permit-reduced-parking-hemans-st-site/6725287001/… @SteveFoskettTG @TweetWorcester #BoghosPropertiesLLC
1
3
26";3;post_1035
@CacaoFiji;"For the past 4 weeks   we had more rain and flooding than an entire year . Climate change is destructive but we are encouraged at the site of these  pods.

#fijicacao #cacaofiji #beantobarfiji #beantobar #cacao #fijiorigin
1
5
19";5;post_1036
@SarahVogelsong;"Thirteen Virginia residents age 10 to 19 are suing the state over what they say are its contributions to climate change as a result of decades of issuing permits for fossil fuel infrastructure.
virginiamercury.com
Thirteen young people sue Virginia over fossil fuel permitting  - Virginia Mercury
Thirteen youth are suing Virginia over what they say are its contributions to climate change from decades of issuing fossil fuel permits. 
4
52
125";52;post_1037
@GeorgeComstoc12;"Pushing to the top of Republican platform is the banning of factual history books in schools. 

This of course is much more important than climate change  gun control  and voting rights !!
3
5";3;post_1038
@Mari_Pangestu;"I was pleased to discuss the blue economy at #OneOceanSummit. Healthy #oceans are crucial to  tackle climate change  food security  energy supply challenges  & to create jobs: all vital to help developing economies achieve &  resilient &  #inclusive growth. 
@WBG_Environment
1
26
61";26;post_1039
@codepink;"We cannot solve the problem of climate change with the same capitalistic greed and militarism that created the problem in the first place. #WarIsNotGreen
grist.org
This coastal town needs federal aid for climate adaptation. Instead it'll get a military truck.
The federal 1033 program gives cities military equipment for climate adaptation. They're using it for everything but climate change.
2
39
54";39;post_1040
@Chispa_NV;"The average electric vehicle owner spends 60% less on powering and maintaining their vehicles. Switching to electric vehicles will save our communities money  protect our health  and slow down climate change. Sign our petition now!
 https://p2a.co/NI23EYg
4
5";4;post_1041
@PhDRosarioSF;"""Climate change and variability are now straining exisiting institutional capacity and water supplies however  the biggest challenges for border water management originates from the social and economic transformations of the border region itself."". 
https://drive.google.com/file/d/1mYocyHevC4l7becwpWodyTKn11tVWRR6/view…
4
7";4;post_1042
@DH_PlantVillage;"There is no silver bullet to climate change adaptation for African farmers. It is the slow  patient dissemination of knowledge that we at 
@plantvillage
 do everyday via our tremendous and powerful youth force  the Dream Team 
@agro_dreamteam
9
16";9;post_1043
@QnsBPRichards;"From Sandy to Ida  Queens is far too familiar with the tragic impacts climate change has had on vulnerable communities like Broad Channel. But we also know the critical importance of resiliency projects like these  not just for today but for tomorrow.
 
The work continues.
2
5";2;post_1044
@NelsonInstitute;"The Wisconsin Initiative on Climate Change Impacts (
@WICCI_WI
 )  led by 
@NelsonInstitute
 & 
@WDNR
  has released an assessment report that outlines the latest climate impacts and solutions. 
Learn more at https://bit.ly/3HKVLC3
1
25
32";25;post_1045
@zzdoublezz;"what’s fun about the looming doom of climate change is whenever there’s unseasonable nice weather it’s laced with sadness! metaphor for life methinks
1
18";1;post_1046
@streetsblogchi;".
@GovPritzker
's plan to use federal infrastruction funds to widen expressways is making national headlines. NYT: ""This is a major blind spot for politicians who say they care about climate change... New highways are carbon infrastructure  too.""
https://nytimes.com/2022/02/10/climate/highways-climate-change-traffic.html…
3
23";3;post_1047
@merylbatchelder;"I've always loved koalas even though I've never seen one for real. I understand we are in a mass extinction event and that climate change is making wildfires more frequent & intense. But  for the world to lose koalas makes me feel broken 
theguardian.com
Koala listed as endangered after Australian governments fail to halt its decline
No recovery plan for the Australian marsupial was in place despite it being identified as a requirement nine years ago
2
1
12";1;post_1048
@CARICOMClimate;"Climate Trackers is inviting Caribbean journalists to apply to their global Climate Change Media Mentorship!

The deadline to apply is February 18th  2022. Click the link below for further details.
climatetracker.org
Climate change media mentorship: applications now open! (global) - climatetracker
Climate change media mentorship: now accepting pitches from around the world! Apply TODAY for this publishing-training-networking combo!
5
3";5;post_1049
@AtmosMag;"In her fantastical new climate change novel—Pure Colour  Sheila Heti imagines we are living in the first draft of God’s creation  one he is ready to scrap in order to start afresh.

words by 
@mgregory_9
atmos.earth
Sheila Heti’s Pure Colour is a New Creation Myth | Atmos
In her fantastical new climate change novel  Heti imagines we are living in the first draft of God’s creation  one he is ready to scrap.
4
6";4;post_1050
@wrychrd;"Replying to 
@JoshuaPotash
 and 
@goodgawdallmyte
The monetization of transportation forced on people by the auto and other industries has been literally disastrous for people and the planet. One of the largest causes of climate change and other pollution.
17";;post_1051
@GWpublichealth;"Climate change is impacting mental health & psychological well-being. Join 
@gwclimatehealth
 & 
@Climate4Health
 on 2/18 for  “Climate change and    mental health: Research to action. #ClimateChangesMentalHealth 
@ecoAmerica
   
Register here: https://zoom.us/webinar/register/WN_i_d48FyVTX6xq4BedgoMTw…
3
10";3;post_1052
@KonzaLTER;"‘A world of wounds’: Decline in grasshopper populations offers window into consequences of climate change by 
@walliswrites
 showcases research into why grasshopper populations are declining.
stateimpact.npr.org
‘A world of wounds’: Decline in grasshopper populations offers window into consequences of climate...
6
12";6;post_1053
@highlyanne;"It's the 
@NPR
 story of my dreams: Stormwater + infrastructure + climate change! Exactly what @ZiaUlHa18082527 is working on for his PhD.
npr.org
An unexpected item is blocking cities' climate change prep: obsolete rainfall records
Cities are experiencing heavier storms and flooding as the climate gets hotter. But due to outdated rainfall records  many are still building infrastructure for the climate of the past.
1
6
18";6;post_1054
@mixbecca;"anyways! if an eerie middlegrade about a fairy trapped inside of a giant rotting terrarium feat climate change rage  feels about what it means to be a hero  and a giant grumpy (war criminal??) newt sounds like your jam….add it on goodreads  maybe?
goodreads.com
The Mossheart's Promise by Rebecca Mix
The Mossheart's Promise book. Read 6 reviews from the world's largest community for readers. When 12-year-old fairy Ary Mossheart sets out in search of a...
1
2
28";2;post_1055
@doescience;"Sci #PicOfTheWeek: Being frozen in the Arctic ocean sounds like the beginning of a disaster movie  but researchers - including several from 
@BrookhavenLab
  
@armnewsteam
  & 
@ORNL
 - did so to help us get a new understanding of climate change in this region: https://arm.gov/news/facility/post/68016…
ALT
2
15
33";15;post_1056
@ClimatePower;"“The cost of not making investments now to harden the grid or to take carbon out of the economy…that’s a cost that will be multiple the investments…with even worse effects of climate change down the road.” —Pedro Pizarro  President of 
@edisonintl
washingtonpost.com
Analysis | What one utility CEO said after Biden left the room
President Biden on Wednesday met with the chief executives of utility companies to discuss his Build Back Better agenda.
4
10";4;post_1057
@ITSPmagazine;" Getting Real About Climate Change

The Changemaking Podcast with host 
@ChloeMessdaghi
 on 
@ITSPmagazine
 with Kevin Bayuk 
@kevinbayuk
Learn about the current state of climate change & why businesses should care
itspmagazine.simplecast.com
ITSPmagazine
Climate change is real and companies need to get involved.
9
9";9;post_1058
@matthaggman;"This was fun. A conversation about how addressing climate change presents a generational business opportunity for us in Miami. And how 
@FOCities
 and 
@EndeavorMIA
 are teaming up to support the entrepreneurs to build that future. 
@opportunitymia
Quote Tweet
Future of Cities
@FOCities
 · Feb 10
What an inspiring conversation between @TonyChoMrMagic  founder of FOC  @claudiaduran71  Managing Director of @endeavormiami  and @matthaggman  Executive VP of @opportunitymia  last week on @EndeavorMIA's FB live.

Watch the full video on our Instagram: https://bit.ly/3JnxOBp
Show this thread
0:24
197 views
1
3
11";3;post_1059
@UCNZ;"We're thrilled to congratulate Professor 
@BMHayward
  who was named the Supreme Winner at last night's Women of Influence awards! 
Prof Hayward was also recognised in the environment category for her outstanding mahi in climate change. 
@UCNZArts
 #woinz
stuff.co.nz
Bronwyn Hayward named Supreme Winner at Women of Influence awards
Bronwyn Hayward  a professor at the University of Canterbury  also won the environment category for her internationally-recognised work on tackling climate change.
1
12";1;post_1060
@the_IDB;"Replying to 
@Wikimedia
 and 
@wikimedia_ar
Thank you 
@Wikimedia
 for this joint effort in which more than 200 young people from 18 countries in the region contributed content to 
@wikipedia
 related to gender  climate change  indigenous peoples  human rights  geography & history. https://clic-habilidades.iadb.org/es/coalicion
5
14";5;post_1061
@matthaggman;"This was fun. A conversation about how addressing climate change presents a generational business opportunity for us in Miami. And how 
@FOCities
 and 
@EndeavorMIA
 are teaming up to support the entrepreneurs to build that future. 
@opportunitymia
Quote Tweet
Future of Cities
@FOCities
 · Feb 10
What an inspiring conversation between @TonyChoMrMagic  founder of FOC  @claudiaduran71  Managing Director of @endeavormiami  and @matthaggman  Executive VP of @opportunitymia  last week on @EndeavorMIA's FB live.

Watch the full video on our Instagram: https://bit.ly/3JnxOBp
Show this thread
197 views
0:01 / 0:25
1
3
11";3;post_1062
@RepThomasMassie;"There’s about 95% overlap between “people who got everything wrong about COVID” and “man-made climate-change alarmists.”
338
3 283
14K";3283;post_1063
@Super70sSports;"Most climate change experts now believe global warming is probably Wendy and Jennifer’s fault.
226
461
3 608";461;post_1064
@TheRealKeean;"Can we all just be happy that Trudeau hasn't been able to talk about climate change or gun confiscation for 15 days?
92
349
3 115";349;post_1065
@chipfranklin;"Raise your hand if you agree that the earth is round  climate change is real and truckers should get vaccinated like the rest of us. 
149
329
1 642";329;post_1066
@TonyHussein4;"The Supreme Court’s conservative majority  consistently rules IN FAVOR OF big corporations  fossil fuel giants & AGAINST regulations designed to protect the environment.

#SCOTUS poses a significant obstacle to addressing catastrophic threats  like climate change.

#DemVoice1
10
133
148";133;post_1067
@asblackette;"Surrey used to be called the City of Parks...  Along with increased development & poor planning & decision making  climate change has increased Surrey's temperatures. Goodbye tree canopy. A natural solution...
Quote Tweet
We’re sleepwalking into the Age of Extinction
@climatecrumble
 · Feb 10
Just watched a bird's home tip over and get crushed in @CityofSurrey. Its visual at top right on a branch.  Goodbye birds  goodbye wind barrier  goodbye tree canopy. #SurreyBC #ClimateEmergency
Show this thread
13
22";13;post_1068
@RachelSlaybaugh;"10 y ago France decided to start moving away from nuclear. Now  faced more intensely with the perils of climate change  they are reversing course and planning to build more nuclear plants (and more wind and more solar). #ItsOkToChangeYourMind
nytimes.com
France Announces Major Nuclear Power Buildup
President Emmanuel Macron outlined plans for a wave of new-generation atomic reactors as the country seeks to slash planet-warming emissions.
9
65
307";65;post_1069
@kingdomofwench;"if you can't criticize the us government without spewing diet culture bullshit and erroneous information about climate change  you should perhaps rethink your argument
1
5
30";5;post_1070
@Richard90425119;"Replying to 
@Eyeswideopen69
ERG #Quitters have moved on to climate change deniers! 
They've moved on... Who is sponsoring this criminal shower
2
16
27";16;post_1071
@ClimateBen;"3. Climate & energy experts should discuss climate change in terms of mass extinction & ecosystems collapse  not just emissions & technology  and acknowledge that a key question is whether  or in what ways  billions of people are  or will soon be  in danger.

#ExtinctionEconomy
4
45
143";45;post_1072
